CEP,CIDADE,BAIRRO,ENDEREÇO,COMPLEMENTO
60040020,Fortaleza/CE,José Bonifácio,Rua Tereza Gomes de Moura,
60040021,Fortaleza/CE,José Bonifácio,Travessa José Gomes de Moura,
60040030,Fortaleza/CE,José Bonifácio,Rua Dom Bosco,
60040040,Fortaleza/CE,José Bonifácio,Vila Lourenço Feitosa,
60040041,Fortaleza/CE,José Bonifácio,Vila Treze de Maio,
60040050,Fortaleza/CE,Centro,Rua Comendador Acioli,
60040051,Fortaleza/CE,Centro,Travessa Mauriti,
60040060,Fortaleza/CE,Centro,Rua Itapagé,
60040070,Fortaleza/CE,Centro,Rua Ângelo Ratacaso,
60040080,Fortaleza/CE,José Bonifácio,Rua Domingos Olímpio - até 990 - lado par,
60040081,Fortaleza/CE,Benfica,Rua Domingos Olímpio - de 991 a 1499 - lado ímpar,
60040082,Fortaleza/CE,Benfica,Rua Domingos Olímpio - de 992 a 1500 - lado par,
60040090,Fortaleza/CE,Benfica,Vila Olímpica,
60040100,Fortaleza/CE,José Bonifácio,Rua Quintino Bocaiúva - até 899/900,
60040110,Fortaleza/CE,José Bonifácio,Vila Nossa Senhora de Fátima,
60040115,Fortaleza/CE,José Bonifácio,Rua Domingos Olímpio - até 989 - lado ímpar,
60040120,Fortaleza/CE,José Bonifácio,Vila Santa Isabel,
60040125,Fortaleza/CE,José Bonifácio,Rua Joaquim Magalhães - de 300/301 ao fim,
60040130,Fortaleza/CE,José Bonifácio,Rua Olívio Câmara - até 128/129,
60040140,Fortaleza/CE,Benfica,Travessa Ari da Silva Marinho,
60040145,Fortaleza/CE,Benfica,Rua Olívio Câmara - de 130/131 ao fim,
60040148,Fortaleza/CE,Benfica,Rua Quintino Bocaiúva - de 901/902 ao fim,
60040150,Fortaleza/CE,Benfica,Rua José Viana de Araújo,
60040160,Fortaleza/CE,Benfica,Rua Joaquim Magalhães - até 298/299,
60040170,Fortaleza/CE,José Bonifácio,Vila Arruda,
60040180,Fortaleza/CE,Fátima,Vila Santos,
60040190,Fortaleza/CE,José Bonifácio,Vila Juvenil,
60040200,Fortaleza/CE,José Bonifácio,Vila Coração de Jesus,
60040210,Fortaleza/CE,Benfica,Vila Demétrios,
60040212,Fortaleza/CE,Benfica,Avenida Treze de Maio - de 1992 ao fim - lado par,
60040215,Fortaleza/CE,Benfica,Avenida Treze de Maio - de 1991 ao fim - lado ímpar,
60040220,Fortaleza/CE,Benfica,Vila Antônio de Souza,
60040230,Fortaleza/CE,José Bonifácio,Rua Carlos Gomes,
60040234,Fortaleza/CE,José Bonifácio,Rua Saldanha Marinho - até 99998 - lado par,
60040237,Fortaleza/CE,José Bonifácio,Rua Saldanha Marinho - de 751 ao fim - lado ímpar,
60040240,Fortaleza/CE,José Bonifácio,Vila Cleva,
60040250,Fortaleza/CE,José Bonifácio,Rua Mestre Rosa,
60040260,Fortaleza/CE,José Bonifácio,Rua Silva Jardim,
60040262,Fortaleza/CE,José Bonifácio,Rua Padre Miguelinho - de 982 a 1400 - lado par,
60040270,Fortaleza/CE,José Bonifácio,Rua Coronel Solon - lado par,
60040280,Fortaleza/CE,Fátima,Rua Saldanha Marinho - até 749 - lado ímpar,
60040290,Fortaleza/CE,Fátima,Rua Padre Matos Serra,
60040293,Fortaleza/CE,Fátima,Rua Coronel Solon - lado ímpar,
60040295,Fortaleza/CE,Fátima,Rua Padre Miguelinho - de 981 a 1399 - lado ímpar,
60040300,Fortaleza/CE,Fátima,Rua Padre Miguelinho - até 979/980,
60040310,Fortaleza/CE,Fátima,Vila Nogueira,
60040320,Fortaleza/CE,Fátima,Vila Ayra,
60040330,Fortaleza/CE,Fátima,Vila Santo Antônio,
60040340,Fortaleza/CE,Fátima,Vila Nazira,
60040350,Fortaleza/CE,Fátima,Rua Doutor João de Deus,
60040360,Fortaleza/CE,Fátima,Rua Padre Roma,
60040370,Fortaleza/CE,Fátima,Travessa Padre Roma,
60040380,Fortaleza/CE,Fátima,Vila Tricolor,
60040390,Fortaleza/CE,Fátima,Vila Dimonier,
60040400,Fortaleza/CE,Benfica,Rua Aurora,
60040410,Fortaleza/CE,Fátima,Rua Artur Temóteo,
60040420,Fortaleza/CE,Fátima,Rua Carlos Ribeiro,
60040430,Fortaleza/CE,Fátima,Rua Deputado João Pontes,
60040440,Fortaleza/CE,Fátima,Vila Nossa Senhora das Graças,
60040450,Fortaleza/CE,Fátima,Vila Eulália Carneiro,
60040460,Fortaleza/CE,Fátima,Rua Araripe,
60040470,Fortaleza/CE,Fátima,Rua Coronel Pergentino Ferreira,
60040480,Fortaleza/CE,Fátima,Rua Padre Barbosa de Jesus,
60040490,Fortaleza/CE,Fátima,Rua Guilherme Moreira,
60040500,Fortaleza/CE,Fátima,Rua Bonfim Sobrinho,
60040510,Fortaleza/CE,Fátima,Vila Passos,
60040520,Fortaleza/CE,Fátima,Rua José Euclides,
60040530,Fortaleza/CE,Fátima,Avenida Treze de Maio - até 1990 - lado par,
60040531,Fortaleza/CE,Fátima,Avenida Treze de Maio - até 1989 - lado ímpar,
60040540,Fortaleza/CE,Benfica,Rua Aratuba,
60040550,Fortaleza/CE,Fátima,Rua Manoel Padilha,
60040560,Fortaleza/CE,Fátima,Rua Coronel João Carneiro,
60040570,Fortaleza/CE,Fátima,Rua Vicente Nogueira Braga,
60040580,Fortaleza/CE,Fátima,Praça Argentina Castelo Branco,
60040590,Fortaleza/CE,Benfica,Praça Coronel João Gentil,
60040600,Fortaleza/CE,Benfica,Vila Diva,
60040610,Fortaleza/CE,Fátima,Praça Dom José Tupinambá da Frota,
60040620,Fortaleza/CE,Fátima,Rua Doutor Dr Costa Araújo,
60040630,Fortaleza/CE,Fátima,Rua Doutor José Vítor,
60040640,Fortaleza/CE,José Bonifácio,Praça Morais Ne,
60040650,Fortaleza/CE,Fátima,Praça Pio IX,
60040660,Fortaleza/CE,José Bonifácio,Rua dos Proprietários,
60040670,Fortaleza/CE,Fátima,Travessa Crateús,
60040680,Fortaleza/CE,Fátima,Travessa Benjamim,
60040975,Fortaleza/CE,Benfica,Avenida Treze de Maio 2266 , AGF Treze de Maio
60050000,Fortaleza/CE,Centro,Rua Edgar Borges,
60050010,Fortaleza/CE,Centro,Rua da Assunção - até 599/600,
60050011,Fortaleza/CE,José Bonifácio,Rua da Assunção - de 601/602 a 1399/1400,
60050020,Fortaleza/CE,José Bonifácio,Rua da Aliança,
60050030,Fortaleza/CE,Fátima,Travessa Lanhadas,
60050040,Fortaleza/CE,Centro,Rua Solon Pinheiro - até 589/590,
60050041,Fortaleza/CE,José Bonifácio,Rua Solon Pinheiro - de 591/592 a 1349/1350,
60050050,Fortaleza/CE,José Bonifácio,Vila Fontenele,
60050060,Fortaleza/CE,José Bonifácio,Vila Quinze de Agosto,
60050070,Fortaleza/CE,Centro,Rua Barão de Aratanha - até 338/339,
60050071,Fortaleza/CE,José Bonifácio,Rua Barão de Aratanha - de 340/341 a 1079/1080,
60050080,Fortaleza/CE,Centro,Rua Jaime Benévolo - até 438/439,
60050081,Fortaleza/CE,José Bonifácio,Rua Jaime Benévolo - de 440/441 a 1248/1249,
60050090,Fortaleza/CE,Fátima,Rua Doutor Lauro Maciel Severiano,
60050100,Fortaleza/CE,Centro,Rua Conselheiro Tristão - até 228/229,
60050101,Fortaleza/CE,José Bonifácio,Rua Conselheiro Tristão - de 230/231 a 989/990,
60050105,Fortaleza/CE,José Bonifácio,Rua Dom Sebastião Leme - até 169/170,
60050110,Fortaleza/CE,José Bonifácio,Rua Eusébio de Sousa - até 1499/1500,
60050111,Fortaleza/CE,José Bonifácio,Rua Jornalista Daniel Carneiro Job,
60050120,Fortaleza/CE,Fátima,Rua Napoleão Laureano - até 149/150,
60050125,Fortaleza/CE,Fátima,Rua Barão de Aratanha - de 1081/1082 ao fim,
60050130,Fortaleza/CE,Fátima,Rua Felino Barroso,
60050135,Fortaleza/CE,Fátima,Rua da Assunção - de 1401/1402 ao fim,
60050140,Fortaleza/CE,Fátima,Rua Carolino de Aquino,
60050145,Fortaleza/CE,Fátima,Rua Solon Pinheiro - de 1351/1352 ao fim,
60050150,Fortaleza/CE,Fátima,Rua Monsenhor Otávio de Castro,
60050155,Fortaleza/CE,Fátima,Rua Jaime Benévolo - de 1250/1251 a 1819/1820,
60050160,Fortaleza/CE,Fátima,Rua Dom Sebastião Leme - de 171/172 ao fim,
60050165,Fortaleza/CE,Fátima,Rua Conselheiro Tristão - de 991/992 ao fim,
60050170,Fortaleza/CE,Fátima,Vila Irmãos Carneiro,
60050180,Fortaleza/CE,Fátima,Vila Rodrigues,
60050190,Fortaleza/CE,Fátima,Vila Sarita,
60050200,Fortaleza/CE,Fátima,Vila Paraibano,
60050210,Fortaleza/CE,Fátima,Vila Gerardo Carneiro,
60050220,Fortaleza/CE,Fátima,Rua Juvenal de Carvalho,
60050230,Fortaleza/CE,José Bonifácio,Vila Adely,
60050240,Fortaleza/CE,Fátima,Praça Major Assis Nepomuceno,
60050250,Fortaleza/CE,Fátima,Praça dos Motoristas,
60050280,Fortaleza/CE,José Bonifácio,Praça Polícia Militar,
60050972,Fortaleza/CE,José Bonifácio,Rua Barão de Aratanha 991 , AGF Pamplona
60055000,Fortaleza/CE,Centro,Avenida Alberto Nepomuceno,
60055010,Fortaleza/CE,Centro,Rua Icó,
60055020,Fortaleza/CE,Centro,Rua Maranguape,
60055030,Fortaleza/CE,Centro,Rua Adolfo Caminha,
60055040,Fortaleza/CE,Centro,Avenida do Forte,
60055050,Fortaleza/CE,Centro,Rua Governador Sampaio,
60055060,Fortaleza/CE,Centro,Travessa Governador Faustino,
60055070,Fortaleza/CE,Centro,Rua Conde D'Eu,
60055080,Fortaleza/CE,Centro,Rua Sena Madureira,
60055090,Fortaleza/CE,Centro,Rua do Rosário,
60055100,Fortaleza/CE,Centro,Rua General Bezerril,
60055110,Fortaleza/CE,Centro,Rua Pedro Borges,
60055120,Fortaleza/CE,Centro,Rua do Pocinho,
60055130,Fortaleza/CE,Centro,Rua Monsenhor Luís Rocha,
60055140,Fortaleza/CE,Centro,Praça Waldemar Falcão,
60055150,Fortaleza/CE,Centro,Praça da Sé,
60055160,Fortaleza/CE,Centro,Rua Paracuru,
60055161,Fortaleza/CE,Centro,Rua José Romero de Barros,
60055170,Fortaleza/CE,Centro,Avenida Visconde do Rio Branco - até 1819/1820,
60055171,Fortaleza/CE,Joaquim Távora,Avenida Visconde do Rio Branco - de 1821 a 2797 - lado ímpar,
60055172,Fortaleza/CE,Joaquim Távora,Avenida Visconde do Rio Branco - de 2799 a 3699 - lado ímpar,
60055180,Fortaleza/CE,Joaquim Távora,Vila Dolores,
60055190,Fortaleza/CE,José Bonifácio,Vila Jardim Nazaré,
60055200,Fortaleza/CE,Joaquim Távora,Vila Maria José,
60055210,Fortaleza/CE,José Bonifácio,Rua Lauro Maia - até 344/345,
60055220,Fortaleza/CE,Joaquim Távora,Rua Abaiara,
60055230,Fortaleza/CE,Joaquim Távora,Vila Rebouças,
60055240,Fortaleza/CE,José Bonifácio,Vila César,
60055250,Fortaleza/CE,Centro,Rua Senador Almir Pinto,
60055260,Fortaleza/CE,José Bonifácio,Vila Franca,
60055264,Fortaleza/CE,José Bonifácio,Avenida Visconde do Rio Branco - de 1822 a 2530 - lado par,
60055265,Fortaleza/CE,José Bonifácio,Rua Alto Santo - até 119/120,
60055270,Fortaleza/CE,José Bonifácio,Vila São Jorge,
60055280,Fortaleza/CE,José Bonifácio,Vila Ivone,
60055290,Fortaleza/CE,Fátima,Rua Eugênio Porto,
60055295,Fortaleza/CE,Fátima,Rua Lauro Maia - de 346/347 ao fim,
60055300,Fortaleza/CE,Fátima,Vila Santa Lúcia,
60055304,Fortaleza/CE,Fátima,Avenida Visconde do Rio Branco - de 3700 ao fim - lado par,
60055305,Fortaleza/CE,Fátima,Rua Sousa Girão - de 290/291 ao fim,
60055310,Fortaleza/CE,Fátima,Vila Simone,
60055320,Fortaleza/CE,Fátima,Rua Doutor Pedro Teles,
60055330,Fortaleza/CE,Fátima,Vila Aragão,
60055340,Fortaleza/CE,Fátima,Rua Alto Santo - de 121/122 ao fim,
60055350,Fortaleza/CE,Fátima,Rua Alcântaras,
60055355,Fortaleza/CE,Fátima,Rua Milton Espíndola Pinheiro,
60055360,Fortaleza/CE,Fátima,Rua João Lobo Filho,
60055362,Fortaleza/CE,Fátima,Rodovia BR-116 - lado par,
60055363,Fortaleza/CE,Fátima,Rodovia BR-116 - lado ímpar,
60055364,Fortaleza/CE,Fátima,Avenida Visconde do Rio Branco - de 2532 a 3698 - lado par,
60055370,Fortaleza/CE,José Bonifácio,Rua Sousa Girão - até 288/289,
60055380,Fortaleza/CE,Centro,Galeria Bizantina,
60055390,Fortaleza/CE,Joaquim Távora,Vila Cigana,
60055400,Fortaleza/CE,José Bonifácio,Avenida Aguanambi - até 669 - lado ímpar,
60055401,Fortaleza/CE,Fátima,Avenida Aguanambi - de 671 a 2269 - lado ímpar,
60055402,Fortaleza/CE,José Bonifácio,Avenida Aguanambi - até 680 - lado par,
60055403,Fortaleza/CE,Fátima,Avenida Aguanambi - de 682 a 2270 - lado par,
60055410,Fortaleza/CE,Joaquim Távora,Travessa Eleutério,
60055420,Fortaleza/CE,Centro,Vila Figueiredo,
60055430,Fortaleza/CE,Joaquim Távora,Vila Jaú,
60055440,Fortaleza/CE,Joaquim Távora,Vila Marleide,
60055450,Fortaleza/CE,Centro,Rua Melvin Jones,
60055460,Fortaleza/CE,José Bonifácio,Praça Primeiro de Maio,
60055470,Fortaleza/CE,São João do Tauape,Vila Professor Figueiroa,
60055480,Fortaleza/CE,Joaquim Távora,Vila São Miguel,
60055490,Fortaleza/CE,Centro,Praça General Tibúrcio,
60055500,Fortaleza/CE,José Bonifácio,Rua Lourenço Feitosa,
60055510,Fortaleza/CE,Centro,Praça dos Voluntários,
60055900,Fortaleza/CE,Centro,Rua Pedro Borges 20 , Centro Empresarial Clóvis Rolim
60055901,Fortaleza/CE,Centro,Rua Pedro Borges 30 , Edifício C. Rolim S.A.
60055902,Fortaleza/CE,Centro,Rua do Rosário 77 , Edifício Comandante Vital Rolim
60055903,Fortaleza/CE,Centro,Rua Pedro Borges 33 , Edifício Palácio Progresso
60055906,Fortaleza/CE,Centro,Rua Sena Madureira 800 , Caixa Econômica Federal do Ceará - CEF
60055971,Fortaleza/CE,José Bonifácio,Avenida Aguanambi 1000 , CDD Aguanambi
60055972,Fortaleza/CE,Centro,Rua General Bezerril 585 , AGF Centro
60055973,Fortaleza/CE,Centro,Rua Pedro Borges 20 Térreo 2 , AGF Pajeú
60055974,Fortaleza/CE,José Bonifácio,Avenida Aguanambi 674 , AGF José Bonifácio
60055977,Fortaleza/CE,Centro,Avenida Alberto Nepomuceno 199 , AC Mercado Central
60060000,Fortaleza/CE,Centro,Rua Rodrigues Júnior - até 1091/1092,
60060001,Fortaleza/CE,Centro,Rua Rodrigues Júnior - de 1093/1094 ao fim,
60060010,Fortaleza/CE,Centro,Rua Jaguaribara,
60060020,Fortaleza/CE,Centro,Rua Itatira,
60060030,Fortaleza/CE,Centro,Vila Holanda,
60060040,Fortaleza/CE,Centro,Vila Arco do Valdevez,
60060050,Fortaleza/CE,Centro,Vila Dona Jovina,
60060060,Fortaleza/CE,Centro,Rua Gonçalves dos Santos,
60060070,Fortaleza/CE,Centro,Rua Russas,
60060080,Fortaleza/CE,Centro,Vila Elianita,
60060090,Fortaleza/CE,Centro,Avenida Dom Manuel - até 1023/1024,
60060091,Fortaleza/CE,Centro,Avenida Dom Manuel - de 1025/1026 ao fim,
60060095,Fortaleza/CE,Centro,Praça Abrahão de Carvalho,
60060100,Fortaleza/CE,Centro,Rua Gervásio Gurgel,
60060110,Fortaleza/CE,Centro,Vila Ernestina,
60060120,Fortaleza/CE,Centro,Rua Vinte e Cinco de Março,
60060130,Fortaleza/CE,Centro,Rua Deputado João Lopes,
60060140,Fortaleza/CE,Centro,Rua Pedro Ângelo,
60060142,Fortaleza/CE,Centro,Praça Treze de Abril,
60060145,Fortaleza/CE,Centro,Rua Rufino de Alencar,
60060147,Fortaleza/CE,Centro,Praça Cristo Redentor,
60060150,Fortaleza/CE,Centro,Rua Coronel Ferraz,
60060160,Fortaleza/CE,Centro,Rua Afonso Vizeu,
60060170,Fortaleza/CE,Centro,Rua São José,
60060180,Fortaleza/CE,Centro,Rua Baturité,
60060182,Fortaleza/CE,Centro,Rua José Avelino - até 469/470,
60060185,Fortaleza/CE,Centro,Rua Franco Rabelo,
60060186,Fortaleza/CE,Centro,Vila Tavares,
60060188,Fortaleza/CE,Centro,Avenida Pessoa Anta,
60060190,Fortaleza/CE,Centro,Rua Bóris,
60060192,Fortaleza/CE,Centro,Rua Gérson Gradvol,
60060194,Fortaleza/CE,Centro,Rua Viaduto Moreira da Rocha,
60060195,Fortaleza/CE,Centro,Rua Dragão do Mar - até 194/195,
60060196,Fortaleza/CE,Centro,Travessa Cidao,
60060198,Fortaleza/CE,Centro,Rua do Estaleiro,
60060200,Fortaleza/CE,Centro,Avenida Almirante Tamandaré - lado par,
60060202,Fortaleza/CE,Centro,Rua Guilherme Blunh,
60060204,Fortaleza/CE,Centro,Rua Ipu,
60060206,Fortaleza/CE,Centro,Rua Poço da Draga,
60060210,Fortaleza/CE,Centro,Rua Almirante Jaceguai,
60060220,Fortaleza/CE,Praia de Iracema,Rua Senador Almino - até 299/300,
60060230,Fortaleza/CE,Praia de Iracema,Rua dos Cariris,
60060240,Fortaleza/CE,Praia de Iracema,Rua Itapipoca,
60060250,Fortaleza/CE,Praia de Iracema,Rua dos Tremembés,
60060260,Fortaleza/CE,Praia de Iracema,Rua Tomás Lopes,
60060270,Fortaleza/CE,Praia de Iracema,Rua Vinte e Três de Outubro,
60060280,Fortaleza/CE,Praia de Iracema,Rua Alegre,
60060290,Fortaleza/CE,Praia de Iracema,Rua dos Guanacés,
60060292,Fortaleza/CE,Praia de Iracema,Rua João Cordeiro - até 420 - lado par,
60060295,Fortaleza/CE,Praia de Iracema,Rua Historiador Guarino Alves,
60060300,Fortaleza/CE,Praia de Iracema,Rua Professor Antônio Girão Barroso,
60060310,Fortaleza/CE,Praia de Iracema,Rua São Longuinhos,
60060320,Fortaleza/CE,Praia de Iracema,Rua dos Arariús,
60060325,Fortaleza/CE,Praia de Iracema,Rua Gonçalves Ledo - até 114/115,
60060360,Fortaleza/CE,Praia de Iracema,Rua José Avelino - de 471/472 ao fim,
60060370,Fortaleza/CE,Praia de Iracema,Rua Doutor Atualpa Barbosa Lima - até 289/290,
60060380,Fortaleza/CE,Praia de Iracema,Vila Arariús,
60060390,Fortaleza/CE,Praia de Iracema,Rua Dragão do Mar - de 196/197 ao fim,
60060400,Fortaleza/CE,Praia de Iracema,Rua Padre Justino,
60060410,Fortaleza/CE,Praia de Iracema,Rua Comandante José Pequeno,
60060420,Fortaleza/CE,Praia de Iracema,Rua Tijipio,
60060440,Fortaleza/CE,Praia de Iracema,Avenida Almirante Barroso,
60060480,Fortaleza/CE,Praia de Iracema,Travessa dos Cariris,
60060490,Fortaleza/CE,Praia de Iracema,Rua Groaíras,
60060500,Fortaleza/CE,Praia de Iracema,Rua dos Potiguaras,
60060510,Fortaleza/CE,Praia de Iracema,Rua dos Tabajaras,
60060515,Fortaleza/CE,Praia de Iracema,Avenida Almirante Tamandaré - lado ímpar,
60060520,Fortaleza/CE,Praia de Iracema,Rua dos Pacajús,
60060540,Fortaleza/CE,Praia de Iracema,Praça Almirante Saldanha,
60060550,Fortaleza/CE,Praia de Iracema,Vila dos Almirantes,
60060560,Fortaleza/CE,Praia de Iracema,Vila Aquarela,
60060570,Fortaleza/CE,Praia de Iracema,Avenida Historiador Raimundo Girão - até 429/430,
60060610,Fortaleza/CE,Praia de Iracema,Avenida Beira Mar - até 939/940,
60060660,Fortaleza/CE,Praia de Iracema,Rua Xavier de Castro,
60060670,Fortaleza/CE,Praia de Iracema,Travessa Groaíras,
60060910,Fortaleza/CE,Praia de Iracema,Avenida Almirante Tamandaré 75 , Gerência de Segurança Empresarial - GSEMP
60060913,Fortaleza/CE,Praia de Iracema,Avenida Almirante Tamandaré 75 , Gerência Regional de Serviços - GERES
60060973,Fortaleza/CE,Praia de Iracema,Avenida Almirante Tamandaré 75 , CEE Prado
60060974,Fortaleza/CE,Praia de Iracema,Rua dos Tabajaras 640 , ACC Praia de Iracema
60110000,Fortaleza/CE,Centro,Rua Dona Leopoldina - até 1419/1420,
60110018,Fortaleza/CE,Centro,Rua Senador Almino - de 301/302 ao fim,
60110020,Fortaleza/CE,Centro,Vila São Francisco,
60110025,Fortaleza/CE,Centro,Rua Vereador Ademar Arruda,
60110030,Fortaleza/CE,Centro,Vila César Cals,
60110100,Fortaleza/CE,Centro,Rua Dom Joaquim,
60110110,Fortaleza/CE,Centro,Vila Odete,
60110120,Fortaleza/CE,Centro,Rua J. da Penha - até 799/800,
60110130,Fortaleza/CE,Centro,Rua São João do Jaguaribe,
60110140,Fortaleza/CE,Centro,Rua Nogueira Acioli - até 1678/1679,
60110150,Fortaleza/CE,Centro,Travessa Pedra Linda,
60110160,Fortaleza/CE,Centro,Praça das Graviolas,
60110170,Fortaleza/CE,Centro,Vila Santa Rosa,
60110180,Fortaleza/CE,Centro,Vila Libanesa,
60110190,Fortaleza/CE,Centro,Vila São Bento,
60110200,Fortaleza/CE,Centro,Vila São Sebastião,
60110210,Fortaleza/CE,Centro,Praça Visconde de Pelotas,
60110220,Fortaleza/CE,Centro,Vila Nadja Teles,
60110230,Fortaleza/CE,Centro,Vila Sanguinete,
60110250,Fortaleza/CE,Centro,Rua Pentecoste,
60110261,Fortaleza/CE,Centro,Rua Gonçalves Ledo - de 37/38 a 1699/1700,
60110270,Fortaleza/CE,Centro,Vila Angelita,
60110290,Fortaleza/CE,Aldeota,Vila Fernanda,
60110298,Fortaleza/CE,Centro,Vila Vera Lúcia,
60110300,Fortaleza/CE,Centro,Rua João Cordeiro - de 422 a 2100 - lado par,
60110301,Fortaleza/CE,Aldeota,Rua João Cordeiro - de 883 a 2099 - lado ímpar,
60110330,Fortaleza/CE,Aldeota,Vila Henrique Gabriel,
60110340,Fortaleza/CE,Joaquim Távora,Vila Melo,
60110345,Fortaleza/CE,Meireles,Rua Joaquim Alves,
60110348,Fortaleza/CE,Meireles,Vila Correinha,
60110350,Fortaleza/CE,Joaquim Távora,Vila Luís Arruda,
60110352,Fortaleza/CE,Meireles,Vila Santa Helena,
60110355,Fortaleza/CE,Meireles,Rua João Cordeiro - até 881 - lado ímpar,
60110360,Fortaleza/CE,Joaquim Távora,Vila Sérgio Valim,
60110370,Fortaleza/CE,Meireles,Rua Antônio Augusto - até 909/910,
60110371,Fortaleza/CE,Aldeota,Rua Antônio Augusto - de 911/912 a 2099/2100,
60110380,Fortaleza/CE,Meireles,Vila Itaporã,
60110385,Fortaleza/CE,Meireles,Vila Ibiporã,
60110400,Fortaleza/CE,Meireles,Travessa Antônio Augusto,
60110410,Fortaleza/CE,Meireles,Vila Santa Luzia,
60110420,Fortaleza/CE,Aldeota,Rua Demóstenes Brígido,
60110430,Fortaleza/CE,Aldeota,Rua Milagres,
60110440,Fortaleza/CE,Aldeota,Rua Guanabara,
60110450,Fortaleza/CE,Joaquim Távora,Vila Arão,
60110460,Fortaleza/CE,Joaquim Távora,Vila São Joaquim,
60110470,Fortaleza/CE,Joaquim Távora,Rua Benedito Gomes Diniz,
60110480,Fortaleza/CE,Joaquim Távora,Rua Padre Antonino,
60110482,Fortaleza/CE,Joaquim Távora,Rua Dona Leopoldina - de 1421/1422 ao fim,
60110484,Fortaleza/CE,Joaquim Távora,Vila Dona Leopoldina,
60110486,Fortaleza/CE,Joaquim Távora,Vila Candelária,
60110488,Fortaleza/CE,Joaquim Távora,Vila Globo,
60110490,Fortaleza/CE,Joaquim Távora,Travessa Antonino de Alencar,
60110492,Fortaleza/CE,Joaquim Távora,Rua Nossa Senhora da Piedade,
60110500,Fortaleza/CE,Joaquim Távora,Vila Antonino de Alencar,
60110510,Fortaleza/CE,Joaquim Távora,Travessa Nogueira Acioli,
60110515,Fortaleza/CE,Joaquim Távora,Rua Nogueira Acioli - de 1680/1681 ao fim,
60110517,Fortaleza/CE,Joaquim Távora,Vila Mires,
60110520,Fortaleza/CE,Joaquim Távora,Vila Jureminha,
60110523,Fortaleza/CE,Joaquim Távora,Vila Vânia,
60110525,Fortaleza/CE,Joaquim Távora,Rua J. da Penha - de 801/802 ao fim,
60110528,Fortaleza/CE,Joaquim Távora,Rua Gonçalves Ledo - de 1701/1702 ao fim,
60110530,Fortaleza/CE,Joaquim Távora,Vila dos Ciganos,
60110533,Fortaleza/CE,Joaquim Távora,Rua Antônio Augusto - de 2101/2102 ao fim,
60110535,Fortaleza/CE,Joaquim Távora,Rua João Cordeiro - de 2101/2102 ao fim,
60110540,Fortaleza/CE,Joaquim Távora,Rua Henrique Rabelo,
60110560,Fortaleza/CE,Joaquim Távora,Rua Cônego Bessa,
60110562,Fortaleza/CE,Joaquim Távora,Vila Gerlene,
60110564,Fortaleza/CE,Joaquim Távora,Vila Edite Bede,
60110566,Fortaleza/CE,Joaquim Távora,Vila Júlio Siqueira,
60110580,Fortaleza/CE,Joaquim Távora,Vila Germana Carvalho,
60110600,Fortaleza/CE,Joaquim Távora,Vila Lourival,
60110610,Fortaleza/CE,Joaquim Távora,Vila Pacífica,
60110620,Fortaleza/CE,Aldeota,Vila Rita Helena,
60110630,Fortaleza/CE,Joaquim Távora,Travessa Rosa de Ouro,
60110974,Fortaleza/CE,Centro,Rua João Cordeiro 480 , AC Dragão do Mar
60115000,Fortaleza/CE,Meireles,Rua Ildefonso Albano - até 889/890,
60115001,Fortaleza/CE,Joaquim Távora,Rua Ildefonso Albano - de 2141/2142 ao fim,
60115010,Fortaleza/CE,Meireles,Rua Torquato Aguiar,
60115015,Fortaleza/CE,Meireles,Rua Doutor Atualpa Barbosa Lima - de 291/292 ao fim,
60115018,Fortaleza/CE,Meireles,Rua Camocim,
60115020,Fortaleza/CE,Meireles,Vila Santa Rosa,
60115030,Fortaleza/CE,Meireles,Vila Nossa Senhora da Salete,
60115040,Fortaleza/CE,Joaquim Távora,Rua João Costa,
60115042,Fortaleza/CE,Joaquim Távora,Vila Particular,
60115044,Fortaleza/CE,Joaquim Távora,Rua Carlos Vasconcelos - de 2101/2102 ao fim,
60115045,Fortaleza/CE,Joaquim Távora,Travessa Padre Samuel França Barros,
60115046,Fortaleza/CE,Joaquim Távora,Rua Monsenhor Bruno - de 2101/2102 ao fim,
60115050,Fortaleza/CE,Joaquim Távora,Vila Helena,
